Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Vendor,Pack Price,Unit Price,Unit of Measure (Per Pack),Shipment Mode,Product Group,Manufacturing Site,Freight Cost (USD)
12-Apr-10,25-Mar-10,25-Mar-10,SCMS from RDC,8.76,0.15,60,Truck,ARV,Hetero Unit III Hyderabad IN,11991.12
4-Jun-10,12-Apr-10,12-Apr-10,SCMS from RDC,7.5,0.12,60,Air,ARV,"Aurobindo Unit III, India",521.52
15-Jun-10,19-Apr-10,19-Apr-10,SCMS from RDC,11.22,0.19,60,Air,ARV,"Aurobindo Unit III, India",42573.95
31-May-10,18-May-10,18-May-10,SCMS from RDC,4.75,0.16,30,Air Charter,ARV,"Aurobindo Unit III, India",9736.1
31-May-10,18-May-10,18-May-10,SCMS from RDC,7.5,0.12,60,Air Charter,ARV,"Aurobindo Unit III, India",9736.1
30-Jun-10,27-May-10,27-May-10,SCMS from RDC,4.84,0.05,100,Air,ARV,"Aurobindo Unit III, India",See DN-1800 (ID#:83422)
31-May-10,18-May-10,18-May-10,SCMS from RDC,19.92,0.66,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,9736.1
31-May-10,18-May-10,18-May-10,SCMS from RDC,2.66,0.04,60,Air Charter,ARV,"Strides, Bangalore, India.",9736.1
17-May-10,11-May-10,11-May-10,SCMS from RDC,8.76,0.15,60,Truck,ARV,"Aurobindo Unit III, India",4964.27
28-May-10,31-May-10,31-May-10,SCMS from RDC,5.85,0.1,60,Air,ARV,"Cipla, Goa, India",3833.17
30-Jun-10,14-Jun-10,14-Jun-10,SCMS from RDC,11.22,0.19,60,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-1832 (ID#:82321)
31-May-10,19-May-10,19-May-10,SCMS from RDC,6.11,0.1,60,Air,ARV,"Strides, Bangalore, India.",6637.05
30-Jul-10,31-May-10,31-May-10,SCMS from RDC,4.75,0.16,30,Truck,ARV,"Aurobindo Unit III, India",3833.17
9-Jun-10,25-May-10,25-May-10,SCMS from RDC,11.22,0.19,60,Air,ARV,Mylan (formerly Matrix) Nashik,8676.9
2-Jun-10,9-Jun-10,9-Jun-10,SCMS from RDC,2.0,0.01,240,Air,ARV,"Cipla, Goa, India",18473.1
9-Jun-10,15-Jun-10,15-Jun-10,SCMS from RDC,11.75,0.39,30,Air,ARV,Mylan (formerly Matrix) Nashik,5841.92
30-Jun-10,18-Jun-10,18-Jun-10,SCMS from RDC,2.33,0.04,60,Air,ARV,"Aurobindo Unit III, India",6154.8
15-Jul-10,7-Jul-10,7-Jul-10,SCMS from RDC,11.22,0.19,60,Air,ARV,Mylan (formerly Matrix) Nashik,8929.51
28-Jul-10,22-Jul-10,22-Jul-10,SCMS from RDC,4.6,0.15,30,Air,ARV,Mylan (formerly Matrix) Nashik,1017.15
4-Nov-10,29-Jun-10,29-Jun-10,SCMS from RDC,4.6,0.15,30,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-1875 (ID#:82330)
31-Aug-10,20-Jul-10,20-Jul-10,SCMS from RDC,2.66,0.04,60,Air,ARV,"Strides, Bangalore, India.",1894.2
15-Jul-10,28-Jun-10,28-Jun-10,SCMS from RDC,2.73,0.05,60,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
15-Jul-10,28-Jun-10,28-Jun-10,SCMS from RDC,4.6,0.15,30,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
15-Jul-10,28-Jun-10,28-Jun-10,SCMS from RDC,4.6,0.15,30,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
15-Jul-10,28-Jun-10,28-Jun-10,SCMS from RDC,7.5,0.12,60,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
15-Jul-10,28-Jun-10,28-Jun-10,SCMS from RDC,9.71,0.11,90,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
19-Jul-10,4-Aug-10,4-Aug-10,SCMS from RDC,17.14,0.29,60,Air,ARV,Mylan (formerly Matrix) Nashik,9309.52
15-Jul-10,28-Jun-10,28-Jun-10,SCMS from RDC,8.76,0.15,60,Air,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
15-Jul-10,28-Jun-10,28-Jun-10,SCMS from RDC,8.76,0.15,60,Air,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
21-Jul-10,21-Jul-10,21-Jul-10,SCMS from RDC,2.73,0.05,60,Air,ARV,"Strides, Bangalore, India.",13457.25
30-Jul-10,22-Jul-10,22-Jul-10,SCMS from RDC,3.28,0.05,60,Air,ARV,"Cipla, Goa, India",See DN-1948 (ID#:82906)
30-Jul-10,22-Jul-10,22-Jul-10,SCMS from RDC,7.21,0.12,60,Air,ARV,"Aurobindo Unit III, India",See DN-1948 (ID#:82906)
30-Jul-10,22-Jul-10,22-Jul-10,SCMS from RDC,8.76,0.15,60,Air,ARV,"Aurobindo Unit III, India",See DN-1948 (ID#:82906)
21-Sep-10,19-Jul-10,19-Jul-10,SCMS from RDC,5.73,0.1,60,Air,ARV,"Cipla, Goa, India",13215.67
16-Aug-10,17-Aug-10,17-Aug-10,SCMS from RDC,11.22,0.19,60,Air Charter,ARV,"Aurobindo Unit III, India",6147.18
24-Aug-10,23-Aug-10,23-Aug-10,SCMS from RDC,7.21,0.12,60,Air,ARV,"Aurobindo Unit III, India",2136.1
31-Aug-10,17-Aug-10,17-Aug-10,SCMS from RDC,11.75,0.39,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,6147.18
31-Aug-10,17-Aug-10,17-Aug-10,SCMS from RDC,11.22,0.19,60,Air Charter,ARV,"Aurobindo Unit III, India",6147.18
17-Aug-10,9-Aug-10,9-Aug-10,SCMS from RDC,7.21,0.12,60,Air,ARV,"Aurobindo Unit III, India",1229.52
31-Aug-10,23-Aug-10,23-Aug-10,SCMS from RDC,2.24,0.07,30,Air,ARV,"Aurobindo Unit III, India",See DN-1984 (ID#:83453)
30-Aug-10,28-Aug-10,28-Aug-10,SCMS from RDC,11.22,0.19,60,Air,ARV,"Aurobindo Unit III, India",See DN-1985 (ID#:82911)
12-Aug-10,17-Aug-10,17-Aug-10,SCMS from RDC,2.73,0.05,60,Air Charter,ARV,"Aurobindo Unit III, India",6147.18
12-Aug-10,17-Aug-10,17-Aug-10,SCMS from RDC,2.73,0.05,60,Air Charter,ARV,"Aurobindo Unit III, India",6147.18
30-Sep-10,10-Sep-10,10-Sep-10,SCMS from RDC,4.45,0.15,30,Air,ARV,"Strides, Bangalore, India.",18390.42
30-Sep-10,6-Sep-10,6-Sep-10,SCMS from RDC,15.5,0.26,60,Air,ARV,"Aurobindo Unit III, India",8815.65
19-Oct-10,25-Sep-10,25-Sep-10,SCMS from RDC,2.66,0.04,60,Truck,ARV,"Aurobindo Unit III, India",8953.2
19-Oct-10,25-Sep-10,25-Sep-10,SCMS from RDC,2.66,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2012 (ID#:84040)
30-Sep-10,7-Oct-10,7-Oct-10,SCMS from RDC,2.66,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-2015 (ID#:82917)
23-Nov-10,19-Sep-10,19-Sep-10,SCMS from RDC,7.21,0.12,60,Air,ARV,"Aurobindo Unit III, India",See DN-2016 (ID#:82351)
23-Nov-10,19-Sep-10,19-Sep-10,SCMS from RDC,9.71,0.11,90,Air,ARV,"Aurobindo Unit III, India",See DN-2017 (ID#:82918)
30-Sep-10,4-Oct-10,4-Oct-10,SCMS from RDC,5.73,0.1,60,Truck,ARV,"Cipla, Goa, India",See DN-2019 (ID#:82919)
20-Oct-10,28-Sep-10,28-Sep-10,SCMS from RDC,38.75,0.32,120,Air,ARV,"Aurobindo Unit III, India",2027.42
20-Oct-10,25-Oct-10,25-Oct-10,SCMS from RDC,4.34,0.14,30,Air,ARV,Mylan (formerly Matrix) Nashik,56372.66
20-Oct-10,25-Oct-10,25-Oct-10,SCMS from RDC,11.22,0.19,60,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-2026 (ID#:84047)
22-Oct-10,10-Nov-10,10-Nov-10,SCMS from RDC,5.73,0.1,60,Air,ARV,"Cipla, Goa, India",See DN-2025 (ID#:83460)
22-Oct-10,10-Nov-10,10-Nov-10,SCMS from RDC,8.55,0.14,60,Air,ARV,"Aurobindo Unit III, India",See DN-2025 (ID#:83460)
19-Nov-10,17-Nov-10,17-Nov-10,SCMS from RDC,7.21,0.12,60,Air,ARV,"Aurobindo Unit III, India",866.71
31-Dec-10,25-Nov-10,25-Nov-10,SCMS from RDC,5.43,0.09,60,Truck,ARV,"Cipla, Goa, India",See DN-2054 (ID#:83465)
26-Nov-10,15-Dec-10,15-Dec-10,SCMS from RDC,8.55,0.14,60,Air,ARV,"Aurobindo Unit III, India",68243
30-Nov-10,22-Dec-10,22-Dec-10,SCMS from RDC,2.66,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-2060 (ID#:82927)
30-Mar-11,9-Jan-11,9-Jan-11,SCMS from RDC,8.82,0.29,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,27457
7-Feb-11,14-Jan-11,14-Jan-11,SCMS from RDC,11.22,0.19,60,Truck,ARV,"Aurobindo Unit III, India",54009.25
10-Mar-11,2-Mar-11,2-Mar-11,SCMS from RDC,3.28,0.05,60,Truck,ARV,"Cipla, Goa, India",4815.8
21-Feb-11,16-Feb-11,16-Feb-11,SCMS from RDC,2.33,0.04,60,Air Charter,ARV,"Aurobindo Unit III, India",43548
31-Jan-11,22-Feb-11,22-Feb-11,SCMS from RDC,1.85,0.01,240,Air,ARV,"Aurobindo Unit III, India",See DN-2106 (ID#:82933)
9-Feb-11,7-Feb-11,7-Feb-11,SCMS from RDC,6.57,0.22,30,Air,ARV,"Aurobindo Unit III, India",3935.92
31-Mar-11,7-Mar-11,7-Mar-11,SCMS from RDC,10.92,0.36,30,Truck,ARV,Mylan (formerly Matrix) Nashik,34543.36
10-Mar-11,25-Feb-11,25-Feb-11,SCMS from RDC,10.92,0.36,30,Truck,ARV,Mylan (formerly Matrix) Nashik,16482.05
31-Mar-11,15-Mar-11,15-Mar-11,SCMS from RDC,4.45,0.15,30,Air,ARV,Mylan (formerly Matrix) Nashik,18611.92
31-Mar-11,5-Apr-11,5-Apr-11,SCMS from RDC,5.73,0.1,60,Truck,ARV,"Strides, Bangalore, India.",See DN-2125 (ID#:82941)
31-Mar-11,25-Mar-11,25-Mar-11,SCMS from RDC,7.21,0.12,60,Air,ARV,"Aurobindo Unit III, India",See DN-2129 (ID#:83488)
31-Mar-11,29-Mar-11,29-Mar-11,SCMS from RDC,8.55,0.14,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-2137 (ID#:83490)
15-Mar-11,29-Mar-11,29-Mar-11,SCMS from RDC,15.5,0.26,60,Air,ARV,"Aurobindo Unit III, India",17941.47
7-Apr-11,31-Mar-11,31-Mar-11,SCMS from RDC,4.22,0.14,30,Air,ARV,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",9639.1
20-Apr-11,10-Jun-11,10-Jun-11,SCMS from RDC,22.5,0.75,30,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-2153 (ID#:82374)
20-Apr-11,10-Jun-11,10-Jun-11,SCMS from RDC,8.55,0.14,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-2153 (ID#:82374)
31-May-11,6-Apr-11,6-Apr-11,SCMS from RDC,2.33,0.04,60,Truck,ARV,"Aurobindo Unit III, India",3495.81
24-Mar-11,7-Jun-11,7-Jun-11,SCMS from RDC,19.92,0.66,30,Air,ARV,Mylan (formerly Matrix) Nashik,3380.35
15-Jun-11,11-May-11,11-May-11,SCMS from RDC,5.56,0.09,60,Air Charter,ARV,"Cipla, Goa, India",12601.07
31-Mar-11,11-May-11,11-May-11,SCMS from RDC,10.54,0.35,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,12601.07
21-Jun-11,11-May-11,11-May-11,SCMS from RDC,4.22,0.14,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,12601.07
24-Mar-11,28-Apr-11,28-Apr-11,SCMS from RDC,2.33,0.04,60,Air,ARV,"Aurobindo Unit III, India",1697.33
4-Apr-11,20-May-11,20-May-11,SCMS from RDC,8.5,0.28,30,Truck,ARV,"Aurobindo Unit III, India",3403.99
4-Apr-11,20-May-11,20-May-11,SCMS from RDC,11.0,0.37,30,Truck,ARV,"Aurobindo Unit III, India",See DN-2178 (ID#:84080)
14-Apr-11,20-May-11,20-May-11,SCMS from RDC,2.33,0.04,60,Truck,ARV,"Aurobindo Unit III, India",3402.23
30-Apr-11,20-May-11,20-May-11,SCMS from RDC,8.55,0.14,60,Truck,ARV,"Aurobindo Unit III, India",12049.4
11-Apr-11,20-May-11,20-May-11,SCMS from RDC,2.51,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,3402.23
31-May-11,23-Jun-11,23-Jun-11,SCMS from RDC,1.4,0.02,60,Truck,ARV,"Aurobindo Unit III, India",947.52
14-Apr-11,10-Jun-11,10-Jun-11,SCMS from RDC,7.02,0.12,60,Truck,ARV,Hetero Unit III Hyderabad IN,15919.88
31-May-11,30-May-11,30-May-11,SCMS from RDC,6.57,0.22,30,Air,ARV,Mylan (formerly Matrix) Nashik,2976.29
31-May-11,15-Jun-11,15-Jun-11,SCMS from RDC,3.2,0.05,60,Truck,ARV,"Cipla, Goa, India",See DN-2205 (ID#:82950)
21-Jun-11,6-Jul-11,6-Jul-11,SCMS from RDC,2.58,0.04,60,Air Charter,ARV,"Aurobindo Unit III, India",13398
15-Jun-11,6-Jul-11,6-Jul-11,SCMS from RDC,2.33,0.04,60,Air Charter,ARV,"Aurobindo Unit III, India",13398.06
15-Jun-11,5-Jul-11,5-Jul-11,SCMS from RDC,2.51,0.04,60,Air Charter,ARV,"Strides, Bangalore, India.",13398.06
14-Aug-11,25-May-11,25-May-11,SCMS from RDC,1.85,0.01,240,Air Charter,ARV,"Aurobindo Unit III, India",4370.8
13-Oct-11,24-Jun-11,24-Jun-11,SCMS from RDC,2.33,0.04,60,Air,ARV,"Aurobindo Unit III, India",1052.04
30-Apr-11,20-Jun-11,20-Jun-11,SCMS from RDC,2.51,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,7962.26
13-Jun-11,5-Jul-11,5-Jul-11,SCMS from RDC,5.38,0.09,60,Air,ARV,"Cipla, Goa, India",10829.6
13-Jun-11,5-Jul-11,5-Jul-11,SCMS from RDC,3.2,0.05,60,Air,ARV,"Cipla, Goa, India",See DN-2252 (ID#:84095)
4-Jul-11,20-Jul-11,20-Jul-11,SCMS from RDC,2.51,0.04,60,Air,ARV,"Strides, Bangalore, India.",226.25
19-Jul-11,28-Jun-11,28-Jun-11,SCMS from RDC,1.32,0.02,60,Air,ARV,"Aurobindo Unit III, India",See DN-2263 (ID#:82959)
31-Aug-11,1-Sep-11,1-Sep-11,SCMS from RDC,11.22,0.19,60,Truck,ARV,"Aurobindo Unit III, India",See DN-2268 (ID#:82960)
15-Aug-11,11-Aug-11,11-Aug-11,SCMS from RDC,5.38,0.09,60,Truck,ARV,"Cipla, Goa, India",See DN-2282 (ID#:82389)
19-Jul-11,21-Jul-11,21-Jul-11,SCMS from RDC,15.0,0.25,60,Air,ARV,"Aurobindo Unit III, India",1128.54
22-Jul-11,22-Jul-11,22-Jul-11,SCMS from RDC,22.5,0.75,30,Air,ARV,Mylan (formerly Matrix) Nashik,3545.1
19-Jul-11,11-Aug-11,11-Aug-11,SCMS from RDC,8.55,0.14,60,Air,ARV,"Aurobindo Unit III, India",See DN-2310 (ID#:82968)
29-Sep-11,29-Aug-11,29-Aug-11,SCMS from RDC,2.51,0.04,60,Truck,ARV,"Aurobindo Unit VII, IN",See DN-2322 (ID#:82973)
13-Oct-11,13-Oct-11,13-Oct-11,SCMS from RDC,4.22,0.14,30,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2325 (ID#:82975)
31-Aug-11,24-Aug-11,24-Aug-11,SCMS from RDC,4.52,0.15,30,Air,ARV,"Strides, Bangalore, India.",16881.16
30-Nov-11,30-Nov-11,30-Nov-11,SCMS from RDC,2.02,0.01,240,Truck,ARV,"Aurobindo Unit III, India",5678.14
18-Oct-11,3-Oct-11,3-Oct-11,SCMS from RDC,2.02,0.01,240,Air,ARV,"Aurobindo Unit III, India",See DN-2348 (ID#:82402)
14-Apr-11,5-Aug-11,5-Aug-11,SCMS from RDC,19.92,0.66,30,Truck,ARV,Mylan (formerly Matrix) Nashik,3949.18
3-Nov-11,28-Sep-11,28-Sep-11,SCMS from RDC,11.22,0.19,60,Air Charter,ARV,"Aurobindo Unit III, India",18495.9
31-Oct-11,26-Sep-11,26-Sep-11,SCMS from RDC,4.32,0.14,30,Truck,ARV,"Aurobindo Unit III, India",21454.88
30-Sep-11,6-Oct-11,6-Oct-11,SCMS from RDC,11.22,0.19,60,Air,ARV,Mylan (formerly Matrix) Nashik,12314.4
31-Oct-11,24-Oct-11,24-Oct-11,SCMS from RDC,1.4,0.02,60,Air,ARV,"Aurobindo Unit III, India",2936.8
17-Nov-11,18-Oct-11,18-Oct-11,SCMS from RDC,11.22,0.19,60,Air,ARV,"Aurobindo Unit III, India",20144.99
10-Dec-11,9-Dec-11,9-Dec-11,SCMS from RDC,2.51,0.04,60,Truck,ARV,Mylan (formerly Matrix) Nashik,9421.76
11-Nov-11,31-Oct-11,31-Oct-11,SCMS from RDC,1.32,0.02,60,Truck,ARV,"Aurobindo Unit III, India",3274.41
10-Dec-11,9-Dec-11,9-Dec-11,SCMS from RDC,2.51,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2396 (ID#:84117)
23-Dec-11,19-Nov-11,19-Nov-11,SCMS from RDC,6.42,0.21,30,Truck,ARV,Mylan (formerly Matrix) Nashik,3296.34
9-Jan-12,1-Dec-11,1-Dec-11,SCMS from RDC,4.12,0.14,30,Truck,ARV,"Strides, Bangalore, India.",39130.38
10-Jan-12,22-Dec-11,22-Dec-11,SCMS from RDC,8.97,0.3,30,Truck,ARV,"Aurobindo Unit III, India",Invoiced Separately
7-Feb-12,19-Dec-11,19-Dec-11,SCMS from RDC,7.02,0.12,60,Truck,ARV,Mylan (formerly Matrix) Nashik,2682.2
30-Jan-12,22-Dec-11,22-Dec-11,SCMS from RDC,19.92,0.66,30,Air,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
10-Jan-12,22-Dec-11,22-Dec-11,SCMS from RDC,17.08,0.57,30,Truck,ARV,Mylan (formerly Matrix) Nashik,Freight Included in Commodity Cost
12-Dec-11,12-Dec-11,12-Dec-11,SCMS from RDC,2.58,0.04,60,Air,ARV,"Strides, Bangalore, India.",3787.65
31-Jan-12,25-Jan-12,25-Jan-12,SCMS from RDC,1.95,0.01,240,Truck,ARV,"Aurobindo Unit III, India",2779.53
16-Mar-12,18-Dec-11,18-Dec-11,SCMS from RDC,8.23,0.27,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,15322.73
29-Feb-12,20-Jan-12,20-Jan-12,SCMS from RDC,2.51,0.04,60,Truck,ARV,"Aurobindo Unit VII, IN",6476.69
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,2.58,0.04,60,Air,ARV,"Strides, Bangalore, India.",See DN-2492 (ID#:82999)
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,2.58,0.04,60,Air,ARV,"Strides, Bangalore, India.",See DN-2493 (ID#:82432)
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,14.63,0.24,60,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-2494 (ID#:82433)
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,8.26,0.14,60,Air,ARV,"Aurobindo Unit III, India",See DN-2495 (ID#:83555)
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,11.0,0.18,60,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-2498 (ID#:83002)
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,2.58,0.04,60,Air,ARV,"Strides, Bangalore, India.",See DN-2498 (ID#:83002)
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,8.26,0.14,60,Air,ARV,"Aurobindo Unit III, India",See DN-2499 (ID#:83004)
16-Mar-12,14-Feb-12,14-Feb-12,SCMS from RDC,33.74,0.28,120,Air,ARV,"Aurobindo Unit III, India",See DN-2499 (ID#:83004)
10-Feb-12,14-Feb-12,14-Feb-12,SCMS from RDC,8.26,0.14,60,Air,ARV,"Aurobindo Unit III, India",See DN-2500 (ID#:82436)
16-Mar-12,23-Mar-12,23-Mar-12,SCMS from RDC,1.95,0.01,240,Air,ARV,"Aurobindo Unit III, India",See DN-2510 (ID#:82442)
30-Mar-12,8-Mar-12,8-Mar-12,SCMS from RDC,11.22,0.19,60,Truck,ARV,"Aurobindo Unit VII, IN",See DN-2518 (ID#:83009)
29-Feb-12,16-Feb-12,16-Feb-12,SCMS from RDC,2.51,0.04,60,Truck,ARV,"Aurobindo Unit VII, IN",4777.08
22-Mar-12,22-Mar-12,22-Mar-12,SCMS from RDC,2.33,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,522.42
27-Apr-12,17-Feb-12,17-Feb-12,SCMS from RDC,4.12,0.14,30,Truck,ARV,"Strides, Bangalore, India.",See DN-2532 (ID#:82448)
2-Mar-12,12-Mar-12,12-Mar-12,SCMS from RDC,1.85,0.01,240,Air,ARV,"Aurobindo Unit III, India",See DN-2535 (ID#:83011)
30-Mar-12,12-Mar-12,12-Mar-12,SCMS from RDC,5.5,0.18,30,Truck,ARV,Mylan (formerly Matrix) Nashik,1698.83
30-Mar-12,12-Mar-12,12-Mar-12,SCMS from RDC,14.63,0.24,60,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-2544 (ID#:84145)
9-Mar-12,15-Feb-12,15-Feb-12,SCMS from RDC,2.58,0.04,60,Truck,ARV,"Strides, Bangalore, India.",2030
16-Mar-12,16-Feb-12,16-Feb-12,SCMS from RDC,6.08,0.2,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,25231.96
11-Apr-12,11-Apr-12,11-Apr-12,SCMS from RDC,1.95,0.01,240,Truck,ARV,"Aurobindo Unit III, India",3279.29
30-Mar-12,12-Mar-12,12-Mar-12,SCMS from RDC,4.25,0.07,60,Truck,ARV,Mylan (formerly Matrix) Nashik,3825.8
21-Mar-12,8-Mar-12,8-Mar-12,SCMS from RDC,2.58,0.04,60,Air,ARV,"Strides, Bangalore, India.",See DN-2581 (ID#:82457)
21-Mar-12,8-Mar-12,8-Mar-12,SCMS from RDC,2.33,0.04,60,Air,ARV,Macleods Daman Plant INDIA,See DN-2581 (ID#:82457)
7-May-12,24-May-12,24-May-12,SCMS from RDC,11.22,0.19,60,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-2590 (ID#:83019)
26-Apr-12,4-May-12,4-May-12,SCMS from RDC,2.51,0.04,60,Air,ARV,"Strides, Bangalore, India.",See DN-2594 (ID#:83021)
26-Apr-12,9-Apr-12,9-Apr-12,SCMS from RDC,8.75,0.29,30,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-2595 (ID#:83577)
19-Apr-12,19-Apr-12,19-Apr-12,SCMS from RDC,11.22,0.19,60,Truck,ARV,Mylan (formerly Matrix) Nashik,22878.26
27-Apr-12,19-Apr-12,19-Apr-12,SCMS from RDC,8.26,0.14,60,Truck,ARV,"Cipla, Goa, India",4029.71
17-Apr-12,7-May-12,7-May-12,SCMS from RDC,2.95,0.05,60,Truck,ARV,"Strides, Bangalore, India.",See DN-2621 (ID#:83583)
9-Apr-12,29-Mar-12,29-Mar-12,SCMS from RDC,12.5,0.05,240,Air,ARV,"Aurobindo Unit III, India",5044.26
17-Apr-12,7-May-12,7-May-12,SCMS from RDC,11.0,0.18,60,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-2621 (ID#:83583)
29-Jun-12,26-Apr-12,26-Apr-12,SCMS from RDC,8.64,0.1,90,Air,ARV,"Aurobindo Unit III, India",1675
1-Jun-12,1-Jun-12,1-Jun-12,SCMS from RDC,4.54,0.08,60,Truck,ARV,"Cipla, Goa, India",7865.4
31-May-12,30-Apr-12,30-Apr-12,SCMS from RDC,1.95,0.01,240,Truck,ARV,"Aurobindo Unit III, India",Invoiced Separately
28-Jun-12,28-Jun-12,28-Jun-12,SCMS from RDC,1.95,0.01,240,Truck,ARV,"Aurobindo Unit III, India",14700
23-May-12,23-May-12,23-May-12,SCMS from RDC,7.02,0.12,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-2641 (ID#:83029)
23-May-12,23-May-12,23-May-12,SCMS from RDC,2.33,0.04,60,Air,ARV,Macleods Daman Plant INDIA,See DN-2641 (ID#:83029)
3-Jul-12,18-May-12,18-May-12,SCMS from RDC,7.78,0.13,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2643 (ID#:82471)
4-Jul-12,30-Apr-12,30-Apr-12,SCMS from RDC,2.44,0.04,60,Air Charter,ARV,"Aurobindo Unit III, India",27441.21
12-Jun-12,25-May-12,25-May-12,SCMS from RDC,7.78,0.13,60,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-2656 (ID#:83032)
1-Jun-12,28-May-12,28-May-12,SCMS from RDC,2.51,0.04,60,Truck,ARV,"Aurobindo Unit III, India",6079.27
2-Aug-12,3-Jun-12,3-Jun-12,SCMS from RDC,3.91,0.13,30,Air Charter,ARV,"Strides, Bangalore, India.",See DN-2687 (ID#:82480)
4-Jul-12,3-Jun-12,3-Jun-12,SCMS from RDC,2.44,0.04,60,Air Charter,ARV,"Strides, Bangalore, India.",See DN-2690 (ID#:83041)
17-Jun-12,17-Jun-12,17-Jun-12,SCMS from RDC,2.44,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,5530.11
1-Aug-12,25-Jul-12,25-Jul-12,SCMS from RDC,5.5,0.18,30,Truck,ARV,Mylan (formerly Matrix) Nashik,3549.9
9-Sep-12,9-Sep-12,9-Sep-12,SCMS from RDC,80.0,0.8,100,Air,HRDT,"Alere Medical Co., Ltd.",2757.4
5-Sep-12,29-Jun-12,29-Jun-12,SCMS from RDC,2.51,0.04,60,Truck,ARV,"Strides, Bangalore, India.",1095.22
2-Aug-12,9-Jul-12,9-Jul-12,SCMS from RDC,2.44,0.04,60,Air Charter,ARV,Hetero Unit III Hyderabad IN,See DN-2727 (ID#:83053)
16-Oct-12,23-Jul-12,23-Jul-12,SCMS from RDC,2.42,0.04,60,Truck,ARV,"Aurobindo Unit III, India",15299.58
14-Aug-12,23-Jul-12,23-Jul-12,SCMS from RDC,5.36,0.18,30,Truck,ARV,Mylan (formerly Matrix) Nashik,15299.59
23-Aug-12,30-Jul-12,30-Jul-12,SCMS from RDC,15.04,0.5,30,Truck,ARV,Mylan (formerly Matrix) Nashik,16040.39
2-Aug-12,24-Jul-12,24-Jul-12,SCMS from RDC,15.04,0.5,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,16532.5
16-Oct-12,4-Sep-12,4-Sep-12,SCMS from RDC,2.95,0.05,60,Truck,ARV,"Strides, Bangalore, India.",7423.38
31-Aug-12,7-Sep-12,7-Sep-12,SCMS from RDC,3.81,0.13,30,Truck,ARV,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",7317.48
31-Aug-12,14-Aug-12,14-Aug-12,SCMS from RDC,5.36,0.18,30,Air,ARV,"Cipla, Kurkumbh, India",See DN-2821 (ID#:83069)
13-Sep-12,7-Sep-12,7-Sep-12,SCMS from RDC,2.95,0.05,60,Truck,ARV,"Strides, Bangalore, India.",7317.47
